ACTI	AC	MBEP	CR	IC	IS	MBEA	EXTRA	SATLD	JOBSAT	GOAL	RETENT	QUIT	ACS	ALT.W	ALT.NW	ALT.P
1.17	2.5	4.29	1.78	2.44	2	3.86	1.67	#NUL!	4	4	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.65	3.13	3.14	2.56	2.44	2.5	2.71	2	#NUL!	4	3.33	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.6	2.88	3.57	2	2.44	3	3.71	1.33	#NUL!	3	3.33	2	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.39	2.5	2.86	1.56	2.67	2.8	2.71	2	#NUL!	3	3.83	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.77	2	3.71	1.67	1.67	1.7	4.86	0.67	#NUL!	3	4.5	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.01	3.5	2.57	2.56	3.33	2.6	3.57	1	#NUL!	4	4.5	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.72	2.13	4.29	1.67	1.33	1.7	2.86	0	#NUL!	2	3.67	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.38	1.88	4.71	1	1.33	1.3	2.14	0	#NUL!	4	3.5	2.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.47	2.38	2.57	2.33	2.67	2.5	2.43	1	#NUL!	4	3.83	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.69	2.63	3.71	1.11	1.22	1.7	2.86	0	#NUL!	4	3.5	2.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.9	4.5	1.71	3	4.22	3.9	3.29	3.67	#NUL!	4	4	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.52	2	3.14	1	1.44	1.6	2.57	0	#NUL!	3	3.83	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.51	4.38	3	3.67	3.56	2.5	4.14	2.33	#NUL!	5	3.83	4.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.74	3	3.71	2.33	2.89	2.7	3.43	2	#NUL!	5	4.17	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.3	3	2.29	1.22	2.22	2.7	3.14	1	#NUL!	4	4	2.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.24	2.63	3	1.89	2.22	2.2	2.57	1.33	#NUL!	5	4.67	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.59	4.13	2.43	3	3.56	3.6	3.86	2.33	#NUL!	4	4	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.08	3	2.57	1.33	2.11	1.9	3.57	0	#NUL!	4	3.67	2.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.17	3.38	2.29	2.89	3.33	3	3.43	2	#NUL!	5	4.33	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.8	4.13	1.71	3.44	3.89	3.7	3.57	3.67	#NUL!	4	3.5	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.32	4.5	2	4.22	4.44	4.1	4	3.67	#NUL!	5	4	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.08	3.38	1.71	2.78	3.11	3	3.14	2.33	#NUL!	5	3.83	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.76	4.25	1.43	3.11	4.11	3.5	2.86	2	#NUL!	5	4.33	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.81	3.5	2.43	2.11	2.56	3	3.14	2.33	#NUL!	4	3.5	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.48	4.13	1.14	2.89	3.56	3.4	2.43	3.33	#NUL!	4	4.5	4.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.97	3.63	2	2	3.11	3.1	2.57	2.67	#NUL!	4	3.67	2.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.65	4.13	1.57	3.33	3.78	3.4	3.14	2.33	#NUL!	4	4	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.37	3.88	1.71	2.44	3.78	3.3	3.14	3	#NUL!	5	3.83	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.23	3.25	3.29	1.67	2.11	1.9	2.57	0	#NUL!	4	3.67	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.1	4.25	1.43	4.11	4.22	3.8	3.29	3.67	#NUL!	5	4	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.16	2.25	3.71	2.11	2.22	2.1	3	0.33	#NUL!	5	4.17	4.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.38	2.5	2.57	2.22	2.56	2.2	2.29	1	#NUL!	5	4.6	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.28	4.38	2	1.44	4.11	3.2	2.57	3	#NUL!	4	3.4	1	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.45	3.25	2.71	1.67	2.44	2.4	2.43	0	#NUL!	5	4.83	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2	3.63	2.71	2.44	2.89	3	2.29	1.33	#NUL!	4	3.33	2	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.49	1.75	3.71	1.33	1.22	1.6	2.86	0	#NUL!	1	3	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.26	3.75	3.14	2.89	3.44	3	2.71	2	#NUL!	4	3.4	2.67	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.82	3.75	2.14	3.22	3.56	4.6	3.43	3	#NUL!	4	4.5	4.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.07	3.25	1.71	2.11	3.67	3.3	2.29	0.67	#NUL!	4	5	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.98	3.5	1.71	1.78	3.67	3	2.29	0.67	#NUL!	4	5	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.44	3.75	2.29	3.44	3.56	3	2.43	3	#NUL!	4	3.17	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.74	4.25	2.86	3.33	4	3.3	3.29	2.67	#NUL!	4	4	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.87	3.88	1.71	2.89	4.67	3.9	4	3	#NUL!	4	3.17	2.33	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.28	3.88	2.14	2.89	3	3.3	3.71	2	#NUL!	4	4	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.14	3.5	2	2.44	3.33	3.2	3.14	3	#NUL!	5	3.67	4.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.63	3	1.57	1.56	2.33	3.5	3.29	1.67	#NUL!	5	3.67	2.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.92	3.63	3.71	2.56	2.33	3.1	3.71	2	#NUL!	4	3.17	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.15	3.5	2.14	2.11	3.89	3.1	3	3	#NUL!	5	3.67	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.43	3.75	2.86	3.22	3.44	3.2	2.71	2	#NUL!	4	4	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.68	4	1.43	3.44	3.78	3.4	3	2.67	#NUL!	5	4	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.42	3.25	2.71	1.67	1.89	2.7	2.29	2	#NUL!	4	4	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.39	3	3.43	1.78	2.56	2.2	3.29	0.67	#NUL!	4	3.33	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.75	2.88	2.71	1.89	3	3.2	3.14	2	#NUL!	4	3.33	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.85	3	2	2.56	3.22	2.6	2.43	2	#NUL!	4	4.5	4.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.19	3.25	2.43	2.56	3.56	3.3	3.29	1.67	#NUL!	5	4	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.64	4	1.86	2.78	4.11	3.7	3.14	2.67	#NUL!	5	4.67	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.37	3.38	2.43	3.22	3.33	3.5	3.57	2	#NUL!	4	4	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.07	3.25	3	2.78	3.22	3	3	2	#NUL!	3	3.67	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.05	3.5	1.86	2.22	3.44	3	4.14	1.33	#NUL!	4	3.83	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.16	4.75	1.86	2.78	4.67	4.4	4.43	2.33	#NUL!	5	5	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.63	2.75	1.86	2.22	2.33	3	4.29	0.33	#NUL!	5	5	4.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.12	3.25	1.43	2.67	3.33	3.2	2.43	2	#NUL!	4	3.67	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.69	3.13	2	2.11	2.78	2.7	3.29	1.67	#NUL!	5	4.83	1.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.4	2.88	1.43	1.67	1.89	3.2	2.86	0	#NUL!	5	5	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.2	3.5	3	3.11	3.22	3	2.57	2	#NUL!	4	4.17	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.95	2.88	2.29	2.89	3.11	2.9	3.71	2.67	#NUL!	4	4	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.83	2.75	3.14	3.11	2.56	2.9	3.29	1.67	#NUL!	2	3.17	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2	3.25	2.71	2.78	3	3	3.29	2	#NUL!	4	4	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.35	4.25	1.43	1.89	3.67	3.6	3.14	2.67	#NUL!	4	3.67	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.28	3.38	2.71	3	3.44	3.3	3.29	2.67	#NUL!	4	3.83	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.2	2.88	3.43	2	2.11	1.8	2.43	0.67	#NUL!	4	4.4	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.48	3.63	2.57	2.44	3.78	4.1	3.14	2.33	#NUL!	4	3.67	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.56	3.63	2.29	3.56	3.44	3.6	3.29	3	#NUL!	4	4.33	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.27	2.5	3.14	1.56	2.67	2.3	2.71	0.33	#NUL!	5	4	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.92	3.5	3.29	2.44	2.78	2.9	3	1.67	#NUL!	5	4.33	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.01	3.75	1.43	2	3.33	2.9	2.29	0.67	#NUL!	5	4	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.83	4.25	3.29	3.33	4	3.7	3	1.67	#NUL!	4	3.67	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.13	2.75	4	1.67	1.89	2.2	3.43	1	#NUL!	2	3.33	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.74	3.25	3.29	2.56	2.56	2.6	2.57	1	#NUL!	2	3.17	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.61	3.88	2.43	3.22	3.78	3.5	2.86	2.33	#NUL!	5	3.17	2.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.97	4.63	1.71	3.67	4	3.6	2.43	3	#NUL!	2	3.83	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.37	3.38	2.43	2.44	3.78	3.8	2.71	2.67	#NUL!	4	3.83	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.95	4.88	2.29	3	4	3.9	4	3	#NUL!	4	4	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.47	2.75	3.29	1.89	2.33	2.8	2.71	0.67	#NUL!	4	3	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.56	2.88	3	2.11	2.22	2.9	2.86	0.67	#NUL!	4	2.83	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.76	2.88	2	1.89	3	3.2	3.57	1.33	#NUL!	5	4.83	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.16	3.25	3.14	2.89	3.56	2.9	3.43	1.67	#NUL!	4	4	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.5	3.25	1.86	2.67	3.89	4.1	4.14	2	#NUL!	5	4.5	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.68	3	2.57	2.22	3	2.6	3.43	1	#NUL!	4	3.83	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.88	3.38	2.29	2.22	3.11	2.8	2.57	2	#NUL!	4	3.17	1.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.32	4.38	2.86	2.11	3.78	3	3	1.33	#NUL!	4	4.17	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.62	3.25	2.71	1.78	2.89	2.5	3.43	1.67	#NUL!	4	3.33	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.08	4.25	2.43	3.33	3.89	4.8	3.43	3.33	#NUL!	4	5	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.99	4.63	1.29	3.44	3.67	4.2	3.86	3	#NUL!	4	4	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.36	1.25	3.71	1.44	1.33	1.4	1.57	0	#NUL!	5	3.17	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.69	1.63	3.14	1.78	1.44	1.8	2.29	0	#NUL!	4	4	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.04	2.25	2.86	1.78	2.33	1.8	2	0	#NUL!	4	4.17	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.58	4	1.57	3	3.56	3.8	2.43	3	#NUL!	5	4	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.02	4	2.14	3.67	4	4.4	3.57	2.67	#NUL!	4	4	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.17	2.13	3.57	2.11	2.33	2	2.86	0.33	#NUL!	4	3.67	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.31	1.13	3.43	1.56	1.22	1.3	2.57	0	#NUL!	4	3.67	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.17	3.25	2.14	2.78	2.89	3.7	2.43	2.33	#NUL!	4	4	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.27	3.38	2.43	2.67	3.56	3.4	2.86	1.67	#NUL!	5	4.17	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.46	3.25	3.43	1.44	2.33	2.7	1.71	0.67	#NUL!	4	3.33	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.13	3.25	2.14	2.67	3.22	3.3	2.29	1.67	#NUL!	5	4	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.62	3.38	1.29	1.44	2.67	2.8	3	1.67	#NUL!	4	4	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.58	3.38	1.86	3.44	3.78	3.7	2.71	2.33	#NUL!	4	3.33	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.04	2.63	1.86	2.89	3.22	3.3	3	2	#NUL!	4	4.17	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.35	3.5	1.71	3.11	3.33	3.4	3.14	2	#NUL!	4	4.33	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.79	4.5	2	3.67	3.11	3.9	3.71	2	#NUL!	5	5	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.18	3.38	3	2.67	3.33	3.3	3.43	3	#NUL!	4	4.17	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.78	2.88	2.14	2.22	3.44	2.5	2.86	2	#NUL!	4	3.67	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.74	4.25	2.14	3	3.78	3.9	3.71	2.67	#NUL!	5	4.83	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.22	3.25	3.29	2.78	3.78	3	2.71	2.67	#NUL!	3	3.17	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.59	4	2.29	3	3.67	3.6	3.71	2.33	#NUL!	4	3.67	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.77	3	2.71	2.33	2.89	2.8	3.14	2	#NUL!	4	4	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.01	2.38	2.71	1.33	1.78	2.5	3.86	0	#NUL!	4	3.33	2.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.98	2.13	1.71	1.44	2.11	2.2	2.43	0.67	#NUL!	4	4	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.06	3.13	2.14	2.67	3.22	3.2	2.29	2	#NUL!	4	3.17	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.52	2.88	2.86	2.22	2.33	2.7	3.43	1	#NUL!	4	3.83	2.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.33	1.38	3.14	1.22	1.56	1.1	1.71	0	#NUL!	5	4	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.53	3.88	2.14	3.56	3.22	3.4	3.71	2.67	#NUL!	4	4	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.64	4.5	2.86	2.89	3.78	3.3	2.29	2	#NUL!	5	4.33	4.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.75	4	2.14	3.22	4	3.8	3.29	3	#NUL!	4	3.33	2	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.11	4.13	2.57	2.33	2.89	3	3.43	2	#NUL!	4	4	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.15	3.63	1.71	2.56	3.33	3	2.71	1.67	#NUL!	4	3.67	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.22	4.13	1.57	4.11	4.33	4.3	3.14	3.67	#NUL!	4	3.67	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.29	3.13	1.29	1.89	2.11	2	1.71	1	#NUL!	4	3.83	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.67	3.88	1.57	3.22	3.78	3.8	3.29	2.33	#NUL!	4	3.33	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.54	2.88	3	1.67	2.78	2.9	3	1.67	#NUL!	4	2.5	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.76	4.88	1.29	2.78	3.89	3.5	2.71	2.33	#NUL!	4	3.83	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.04	3.88	1.43	2.22	2.89	3.2	2.43	2.67	#NUL!	4	3.33	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.71	4.75	1.57	4.67	5	4.4	4.43	3.67	#NUL!	4	4	4.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.01	3.38	2.29	2.56	3.78	2.3	3.14	2	#NUL!	5	4.33	2.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.66	3.88	1.14	2.56	4.22	3.9	3.14	2.33	#NUL!	5	4.33	4.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.13	2.38	3.29	1.78	2.11	2.2	3.29	1	#NUL!	4	4.33	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.91	3.5	2.57	2	3	3.1	3.86	2	#NUL!	4	4	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.02	3.13	2.86	2.89	3	3.1	3	2	#NUL!	4	4	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.51	4	2.14	2.56	3.78	3.7	3.14	2.67	#NUL!	5	4.5	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.39	2.38	4.14	2.56	2.67	2	3.43	1.33	#NUL!	2	2	2	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.03	4	2.29	4.11	4.22	3.8	3.29	3.33	#NUL!	4	4	2.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.27	2.38	3.14	1.89	2.44	2.3	2.71	0.67	#NUL!	5	4.83	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.69	3.5	3.14	3.22	3.89	4	3.29	3.67	#NUL!	3	3	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.29	4	2.29	4.56	4.44	4.2	4	3.33	#NUL!	4	4.67	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.93	3.5	1.86	2	2.89	3.2	2.86	1.33	#NUL!	4	4	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.22	3.88	1.71	2.67	3	3.3	3.14	2	#NUL!	4	4.17	2.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.64	3.5	2.43	1.78	2.78	2.5	3	1	#NUL!	4	4	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.64	4.25	2.14	2.67	4.22	3.4	2.86	3.33	#NUL!	5	4.5	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.75	1.75	3	1.56	2	1.7	1.86	0.33	#NUL!	4	3.33	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
